Ward,Division,WardDiv,Ward-Division,Top Bullet,Top Bullet Votes,Top Pair,Top Pair Votes,0 Votes,1 Votes,2 Votes,3 Votes,4 Votes,5 Votes,Neilson,Rizzo,Wyatt,Gym,Domb,Green,Steinke,Reynolds Brown,Goode,Aument-Loughrey,Cohen,Alexander,Thomas,Greenlee,Cain,Ayers,Write in,Wyatt & Neilson,Green & Greenlee,Green & Domb,Domb & Rizzo,Greenlee & Neilson,Neilson & Rizzo,Domb & Gym,Wyatt & Greenlee,Greenlee & Gym,Wyatt & Cohen,Green & Rizzo,Steinke & Rizzo,Steinke & Goode,Domb & Steinke,Green & Wyatt,Cohen & Gym,Reynolds-Brown & Neilson,Cohen & Thomas,Wyatt & Rizzo,Domb & Neilson,Wyatt & Gym,Domb & Wyatt,Gym & Thomas,Reynolds-Brown & Steinke,Wyatt & Steinke,Green & Gym,Steinke & Gym,Ayers & Gym,Domb & Reynolds-Brown,Green & Aument-Loughrey,Reynolds-Brown & Cohen,Gym & Neilson,Green & Neilson,Neilson & Goode,Domb & Aument & Loughrey,Steinke & Neilson,Green & Ayers,Aument-Loughrey & Gym,Green & Goode,Steinke & Cohen,Reynolds-Brown & Goode,Cohen & Neilson,Rizzo & Goode,Gym & Goode,Thomas & Goode,Greenlee & Rizzo,Domb & Greenlee,Ayers & Reynolds-Brown,Reynolds-Brown & Gym,Ayers & Aument-Loughrey,Reynolds-Brown & Thomas,Wyatt & Reynolds-Brown,Green & Cohen,Aument-Loughrey & Greenlee,Cohen & Cain,Gym & Rizzo,Ayers & Wyatt,Alexander & Cain,Ayers & Domb,Reynolds-Brown & Rizzo,Cain & Aument-Loughrey,Reynolds-Brown & Greenlee,Greenlee & Goode,Cain & Reynolds-Brown,Ayers & Cain,Ayers & Steinke,Green & Thomas,Aument-Loughrey & Rizzo,Cohen & Goode,Green & Cain,Cohen & Rizzo,Domb & Cohen,Neilson & Thomas,Domb & Thomas,Wyatt & Thomas,Cain & Gym,Cain & Rizzo,Ayers & Cohen,Alexander & Thomas,Rizzo & Thomas,Ayers & Alexander,Cohen & Greenlee,Steinke & Greenlee,Cain & Thomas,Alexander & Rizzo,Reynolds-Brown & Aument-Loughrey,Cain & Goode,Aument-Loughrey & Neilson,Alexander & Gym,Steinke & Aument-Loughrey,Cain & Steinke,Alexander & Wyatt,Aument-Loughrey & Thomas,Greenlee & Thomas,Ayers & Thomas,Alexander & Neilson,Alexander & Cohen,Ayers & Neilson,Aument-Loughrey & Cohen,Domb & Cain,Wyatt & Goode,Cain & Greenlee,Wyatt & Cain,Alexander & Goode,Alexander & Reynolds-Brown,Ayers & Goode,Reynolds-Brown & Green,Gym & Write-in,Ayers & Greenlee,Cain & Cohen,Alexander & Steinke,Wyatt & Aument-Loughrey,Cain & Neilson,Rizzo & Write-in,Alexander & Greenlee,Alexander & Aument-Loughrey,Thomas/Write & In,Green & Reynolds-Brown,Green & Alexander,Green & Steinke,Ayers & Rizzo,Alexander & Domb,Domb & Goode,Steinke & Thomas,Aument-Loughrey & Goode,Alexander & Write-In
21,36,2136,21-36,Rizzo,6,Tie: Domb & Gym/Greenlee & Rizzo,2,6,15,8,5,4,37,,6,,4,3,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,37,2137,21-37,Tie: Rizzo/Gym,4,Tie: Greenlee & Neilson/Greenlee & Gym/Domb & Steinke/Domb & Greenlee/Gym & Rizzo,2,15,17,17,20,7,33,1,4,3,4,2,,,1,,,1,,,,,1,,,,,,2,,1,,2,1,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
21,38,2138,21-38,Rizzo,7,Greenlee & Neilson,2,16,25,14,25,24,80,1,7,1,4,4,,,,,,,,1,4,,3,,,,,,2,,,,1,,1,1,,,,1,,,1,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,
21,39,2139,21-39,Rizzo,6,Domb & Rizzo,3,17,31,19,29,23,82,,6,2,1,4,2,1,5,,,2,2,1,3,1,1,,,,2,3,2,,,,,,,2,,,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
21,40,2140,21-40,Ayers,6,Greenlee & Neilson,7,17,42,21,15,14,70,1,5,1,3,3,10,2,3,2,,,2,2,2,,6,,,,,2,7,,,,,,1,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
21,41,2141,21-41,Rizzo,8,Tie: Greenlee & Gym/Rizzo & Goode,2,26,31,20,21,12,78,,8,1,4,5,5,3,1,,,,,1,,,3,,,1,1,1,1,,,,2,,,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,2,,,,1,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
21,42,2142,21-42,Tie: Rizzo/Domb,6,Tie: Domb & Rizzo/Gym & Rizzo,2,17,29,20,13,5,49,,6,,5,6,4,1,1,,,,,1,,1,4,,,,,2,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,,,1,,,,,,,2,,,,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,43,2143,21-43,Tie: Rizzo/Green,4,Thomas & Goode,2,28,18,8,20,9,49,,4,1,,3,4,2,1,1,,,1,,,1,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,44,2144,21-44,Gym,9,Domb & Steinke,3,21,34,22,23,13,65,1,8,,9,5,5,,1,,,,,1,3,,1,,1,1,,1,,,,,,,,1,,3,,2,,,,1,1,,,,,,2,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,45,2145,21-45,Gym,59,Steinke & Gym,9,17,82,30,24,25,68,,5,1,59,5,1,4,4,1,,1,1,,,,,,,,,1,,,2,,,,,1,,1,,6,,,,,2,,,,,,9,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
22,1,2201,22-1,Green,5,Steinke & Gym,7,17,42,43,51,37,207,1,,,28,1,5,3,1,,,,,,1,,2,,,,,,,,2,,2,,,,,,,17,,,,,2,,1,1,1,4,7,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
22,2,2202,22-2,Green,7,Green & Gym,4,13,42,46,41,34,184,,,,24,2,7,2,1,1,,,1,2,,,2,,,1,,1,,,1,,2,,,,,1,,16,,,,,,,1,,1,4,3,,,,,1,,,,,2,,2,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
22,3,2203,22-3,Gym,8,Cohen & Gym,4,34,23,16,31,25,109,,,,8,,7,,2,,,1,1,2,,,2,,,,1,,,,,,,,,,,,,4,,,,,,1,,,,,1,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,
22,4,2204,22-4,Tie: Domb/Green,5,Cohen & Gym,6,22,33,22,10,26,124,,,,13,5,5,,,2,,3,,2,1,,2,,,,1,,,,1,,1,,,,,,,6,,,,,,,1,,,2,1,,1,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,
22,5,2205,22-5,Gym,8,Tie: Domb & Steinke/Green & Gym/Reynolds-Brown & Gym/Reynolds-Brown & Greenlee/Green & Cain/Green & Reynolds-Brown,2,8,28,30,31,29,135,,,1,8,5,2,,,5,1,1,,2,1,,2,,,,1,,,,,,,,,,,2,,10,,,,,,,,,,2,1,1,,,,,,,,,,,,,1,,1,1,,,,,2,,,,,,,,,,,,,2,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,
22,6,2206,22-6,Green,8,Steinke & Gym,6,32,42,31,37,31,140,,,,11,13,8,,1,3,,,1,2,,2,1,,,,1,,,,,,,,,,,1,,11,,,,,,,,,1,1,6,,2,,,,,,,,,,,,1,,,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
22,7,2207,22-7,Gym,9,Cohen & Gym,4,30,38,24,20,19,138,,,3,9,5,8,,6,2,,,1,,,,4,,,,1,,,,,,,,,,,,,4,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,
22,8,2208,22-8,Thomas,6,Cohen & Gym,6,7,34,17,12,23,114,,,,5,2,10,1,4,1,,1,,6,,1,3,,,,,,,,,,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,2,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22,9,2209,22-9,Thomas,5,Cohen & Gym,3,18,36,9,11,13,95,,,,4,4,14,,4,1,,,1,5,1,,2,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,10,2210,22-10,Green,9,Tie: Cohen & Gym/Domb & Thomas,2,28,42,9,10,27,99,1,1,2,6,5,9,,5,1,,,1,5,,,6,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11,2211,22-11,Tie: Reynolds Brown/Thomas,2,Tie: Green & Ayers/Gym & Goode,2,10,26,12,13,13,64,,,,1,,18,1,2,1,,,,2,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,1,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
22,12,2212,22-12,Thomas,8,Tie: Green & Gym/Green & Alexander,2,28,44,12,17,12,69,1,,3,,2,13,,3,1,,,6,8,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,,,1,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,
22,13,2213,22-13,Domb,6,Tie: Green & Greenlee/Reynolds-Brown & Thomas,2,34,43,20,8,15,104,,1,2,,6,22,,3,2,,,,3,,1,3,,,2,1,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,1,,,,,,1,,1,,2,,1,1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,
22,14,2214,22-14,Domb,8,Tie: Domb & Reynolds-Brown/Reynolds-Brown & Gym/Reynolds-Brown & Thomas,2,34,56,19,20,21,84,1,1,3,5,8,17,1,5,1,,1,,5,1,2,5,,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,1,,,,1,,,,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,1,1,,,
22,15,2215,22-15,Reynolds Brown,7,Green & Reynolds-Brown,4,29,44,28,21,15,80,,,2,,6,18,1,7,1,,,,2,1,2,4,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,2,,1,,,,,,2,,,,1,,,,1,,,,,,1,2,,,,,,,,,,,,,1,,1,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,4,1,,,,,1,,
22,16,2216,22-16,Domb,4,Ayers & Gym,2,14,40,10,18,12,97,,1,1,3,4,12,,10,2,,,2,2,,1,2,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,1,,2,,,,,,,,,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,17,2217,22-17,Domb,4,Green & Gym,5,14,39,27,34,15,112,2,,,12,4,10,2,,1,,1,,3,,2,2,,,,,,,,1,,,,,,,,1,3,,1,,,,,,,,5,1,,,,,,,,1,,2,,1,,2,,,1,,,,,2,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
22,18,2218,22-18,Thomas,5,Green & Gym,3,17,34,22,20,22,107,,2,,3,2,13,,4,1,,2,1,5,1,,,,,,2,,,,,,1,,,,,,1,,,,,,2,,,1,,3,,,,,,,,,,,1,,,,2,,,,1,,,,2,,,,,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
22,19,2219,22-19,Goode,5,Thomas & Goode,3,20,55,18,21,22,103,,,,4,3,21,1,4,5,,,11,2,,2,2,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,,,,,,,1,,,,,,,,1,,,,3,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,
22,20,2220,22-20,Tie: Gym/Reynolds Brown,4,Green & Wyatt,3,19,31,13,5,11,88,,1,,4,2,12,,4,2,,1,2,,,,3,,,,,,,,1,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,
22,21,2221,22-21,Tie: Domb/Reynolds Brown,4,Green & Domb,3,25,43,18,16,12,86,,1,2,1,4,19,,4,3,,2,2,3,1,,1,,,,3,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,
22,22,2222,22-22,Thomas,6,Tie: Reynolds-Brown & Goode/Thomas & Goode/Green & Cain,2,18,45,15,8,17,81,,1,2,2,1,22,,3,1,,2,,6,1,1,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,2,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
22,23,2223,22-23,Green,9,Reynolds-Brown & Goode,4,9,36,33,23,25,109,,,1,14,2,9,,2,2,,,2,,,,4,,,,,,,,2,,1,,,,1,,,13,,,,,,,1,,,,3,1,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
22,24,2224,22-24,Gym,7,Tie: Cohen & Gym/Green & Reynolds-Brown,5,22,39,36,25,27,132,,2,2,7,3,10,3,2,1,,,1,3,,1,4,,,,,,,,2,,,,,,,,2,5,,,,,,,1,,,,2,,1,,,,,,,,2,,3,,1,,,,2,,,,2,,,,,,,,,,,1,,,,,,,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,1,,,
22,25,2225,22-25,Tie: Wyatt/Reynolds Brown/Thomas,3,Tie: Green & Thomas/Green & Cain/Domb & Cain,2,8,40,12,15,10,90,,,3,2,1,12,1,3,,,,1,3,,13,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,1,,,,,,,
22,26,2226,22-26,Reynolds Brown,4,Tie: Reynolds-Brown & Gym/Green & Cohen/Green & Thomas/Green & Cain/Green & Reynolds-Brown,2,27,34,17,22,19,108,1,,,1,2,14,,4,2,,1,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,,1,2,,,,2,,,,,,1,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,
22,27,2227,22-27,Reynolds Brown,7,Green & Cohen,3,17,48,26,21,26,130,,1,1,2,1,12,1,7,6,,2,,10,,,5,,,,1,,,,,,,,,,,,,,,,,,,2,1,,,1,,,1,,,,,,,,1,,,1,,,,,1,,,,1,,2,,3,,,1,,1,,1,,,,,,,1,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,
22,28,2228,22-28,Thomas,9,Reynolds-Brown & Thomas,3,25,30,18,23,14,103,,,,3,1,7,1,3,1,,1,,9,1,1,2,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,2,,2,,1,,,,,,,,,,3,,1,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,29,2229,22-29,Tie: Gym/Domb/Cain,5,Green & Ayers,4,27,64,18,22,25,115,,,4,5,5,20,,4,4,,,,11,2,5,4,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,,,1,,,,,,4,,,,1,,,1,,,,,,,2,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
23,1,2301,23-1,Ayers,6,Greenlee & Neilson,2,13,25,6,11,1,10,,2,,2,,2,1,,,,,1,10,,1,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,2302,23-2,Tie: Green/Thomas,4,Green & Alexander,2,24,16,8,19,6,15,1,1,1,,2,4,,,,,,,4,1,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
23,3,2303,23-3,Thomas,6,Tie: Neilson & Rizzo/Domb & Gym/Steinke & Rizzo/Ayers & Domb,1,10,16,4,11,1,13,,1,1,,2,2,,1,,,,,6,1,1,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4,2304,23-4,Thomas,8,Reynolds-Brown & Goode,2,24,41,8,5,12,35,2,5,,1,5,6,1,1,1,,1,5,8,2,1,2,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,5,2305,23-5,Tie: Green/Thomas,5,Green & Thomas,2,18,18,4,4,2,22,1,1,1,,3,5,,,,,,,5,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6,2306,23-6,Tie: Green/Thomas,6,Green & Ayers,2,23,22,11,5,3,21,,,1,,3,6,1,,3,,1,,6,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,2,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
23,7,2307,23-7,Domb,7,Tie: Green & Goode/Domb & Thomas/Greenlee & Thomas,1,27,39,3,7,8,34,,,2,,7,14,1,2,2,,,1,5,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8,2308,23-8,Green,8,Tie: Domb & Rizzo/Greenlee & Neilson/Domb & Gym/Gym & Thomas/Reynolds-Brown & Steinke/Domb & Reynolds-Brown/Green & Goode/Aument-Loughrey & Greenlee/Cain & Goode/Aument-Loughrey & Neilson/Green & Reynolds-Brown,1,18,41,11,10,4,47,3,,3,,3,8,,,,1,,3,10,3,2,5,,,,,1,1,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
23,9,2309,23-9,Domb,6,Tie: Green & Greenlee/Domb & Gym/Wyatt & Steinke/Aument-Loughrey & Greenlee/Greenlee & Goode/Cohen & Rizzo/Green & Reynolds-Brown/Green & Alexander/Domb & Goode,1,17,27,9,13,22,54,2,4,1,2,6,3,1,1,2,,1,,3,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,
23,10,2310,23-10,Neilson,9,Steinke & Gym,2,39,56,19,23,14,89,9,3,4,2,7,13,,1,1,,,2,3,3,3,5,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,2,,1,,,,,1,,,,,1,1,1,,,,1,,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
23,11,2311,23-11,Green,8,Tie: Green & Aument-Loughrey/Green & Ayers/Reynolds-Brown & Goode/Green & Thomas/Green & Cain/Green & Reynolds-Brown/Green & Alexander,1,34,24,7,9,7,34,1,,1,1,3,8,,2,1,,,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
23,12,2312,23-12,Tie: Wyatt/Domb/Ayers,4,Tie: Reynolds-Brown & Neilson/Gym & Thomas/Gym & Neilson/Green & Goode/Reynolds-Brown & Goode/Green & Cohen,1,31,21,6,5,3,30,3,,4,,4,2,1,,2,,,1,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,13,2313,23-13,Tie: Gym/Thomas,7,Tie: Greenlee & Neilson/Gym & Goode/Gym & Rizzo,2,46,53,17,10,12,70,,5,1,7,4,15,,3,3,1,1,3,7,2,,1,,,,1,,2,,1,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,1,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,14,2314,23-14,Domb,6,Greenlee & Neilson,9,23,25,18,7,8,28,3,4,,,6,2,2,,1,1,2,1,,1,1,1,,,1,2,1,9,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,
23,15,2315,23-15,Green,5,Greenlee & Neilson,4,12,10,7,2,1,15,,,,,,5,,,1,,,,2,1,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
23,16,2316,23-16,Domb,5,Tie: Rizzo & Goode/Greenlee & Goode/Green & Thomas/Greenlee & Thomas/Alexander & Goode,1,37,35,5,6,14,51,1,1,,1,5,10,,2,,,,2,10,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
