Ward,Division,WardDiv,Ward-Division,Top Bullet,Top Bullet Votes,Top Pair,Top Pair Votes,0 Votes,1 Votes,2 Votes,3 Votes,4 Votes,5 Votes,Neilson,Rizzo,Wyatt,Gym,Domb,Green,Steinke,Reynolds Brown,Goode,Aument-Loughrey,Cohen,Alexander,Thomas,Greenlee,Cain,Ayers,Write in,Wyatt & Neilson,Green & Greenlee,Green & Domb,Domb & Rizzo,Greenlee & Neilson,Neilson & Rizzo,Domb & Gym,Wyatt & Greenlee,Greenlee & Gym,Wyatt & Cohen,Green & Rizzo,Steinke & Rizzo,Steinke & Goode,Domb & Steinke,Green & Wyatt,Cohen & Gym,Reynolds-Brown & Neilson,Cohen & Thomas,Wyatt & Rizzo,Domb & Neilson,Wyatt & Gym,Domb & Wyatt,Gym & Thomas,Reynolds-Brown & Steinke,Wyatt & Steinke,Green & Gym,Steinke & Gym,Ayers & Gym,Domb & Reynolds-Brown,Green & Aument-Loughrey,Reynolds-Brown & Cohen,Gym & Neilson,Green & Neilson,Neilson & Goode,Domb & Aument & Loughrey,Steinke & Neilson,Green & Ayers,Aument-Loughrey & Gym,Green & Goode,Steinke & Cohen,Reynolds-Brown & Goode,Cohen & Neilson,Rizzo & Goode,Gym & Goode,Thomas & Goode,Greenlee & Rizzo,Domb & Greenlee,Ayers & Reynolds-Brown,Reynolds-Brown & Gym,Ayers & Aument-Loughrey,Reynolds-Brown & Thomas,Wyatt & Reynolds-Brown,Green & Cohen,Aument-Loughrey & Greenlee,Cohen & Cain,Gym & Rizzo,Ayers & Wyatt,Alexander & Cain,Ayers & Domb,Reynolds-Brown & Rizzo,Cain & Aument-Loughrey,Reynolds-Brown & Greenlee,Greenlee & Goode,Cain & Reynolds-Brown,Ayers & Cain,Ayers & Steinke,Green & Thomas,Aument-Loughrey & Rizzo,Cohen & Goode,Green & Cain,Cohen & Rizzo,Domb & Cohen,Neilson & Thomas,Domb & Thomas,Wyatt & Thomas,Cain & Gym,Cain & Rizzo,Ayers & Cohen,Alexander & Thomas,Rizzo & Thomas,Ayers & Alexander,Cohen & Greenlee,Steinke & Greenlee,Cain & Thomas,Alexander & Rizzo,Reynolds-Brown & Aument-Loughrey,Cain & Goode,Aument-Loughrey & Neilson,Alexander & Gym,Steinke & Aument-Loughrey,Cain & Steinke,Alexander & Wyatt,Aument-Loughrey & Thomas,Greenlee & Thomas,Ayers & Thomas,Alexander & Neilson,Alexander & Cohen,Ayers & Neilson,Aument-Loughrey & Cohen,Domb & Cain,Wyatt & Goode,Cain & Greenlee,Wyatt & Cain,Alexander & Goode,Alexander & Reynolds-Brown,Ayers & Goode,Reynolds-Brown & Green,Gym & Write-in,Ayers & Greenlee,Cain & Cohen,Alexander & Steinke,Wyatt & Aument-Loughrey,Cain & Neilson,Rizzo & Write-in,Alexander & Greenlee,Alexander & Aument-Loughrey,Thomas/Write & In,Green & Reynolds-Brown,Green & Alexander,Green & Steinke,Ayers & Rizzo,Alexander & Domb,Domb & Goode,Steinke & Thomas,Aument-Loughrey & Goode,Alexander & Write-In
57,4,5704,57-4,Domb,5,Cohen & Neilson,2,23,38,7,9,8,43,22,2,,1,5,2,,,1,,1,2,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,5,5705,57-5,Domb,6,Domb & Cohen,3,26,23,11,6,7,32,2,3,1,2,6,2,1,3,,,,1,2,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,6,5706,57-6,Green,7,Domb & Rizzo,3,35,55,21,15,7,59,23,1,1,2,12,7,,1,2,,2,,,1,,3,,,,,3,1,2,,,1,,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,2,,,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,
57,7,5707,57-7,Reynolds Brown,4,Cohen & Rizzo,3,15,29,10,7,1,34,10,,1,1,2,3,2,4,,,1,,1,1,,3,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
57,8,5708,57-8,Domb,6,Domb & Rizzo,5,18,41,16,11,12,50,15,4,1,3,6,1,1,1,,,2,,4,1,,2,,,,1,5,1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,9,5709,57-9,Domb,6,Domb & Neilson,3,5,30,10,10,4,25,12,3,1,3,6,2,,,,,1,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,10,5710,57-10,Domb,6,Gym & Neilson,2,20,28,7,13,7,49,14,1,,1,6,2,,1,,,,,1,1,,1,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,11,5711,57-11,Rizzo,4,Neilson & Rizzo,3,12,29,14,19,15,38,18,4,1,,,3,,,,1,,,,,1,1,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
57,12,5712,57-12,Rizzo,5,Cain & Gym,2,14,43,10,12,10,35,24,5,,,4,4,1,1,,1,,1,,,1,1,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
57,13,5713,57-13,Rizzo,7,Neilson & Rizzo,8,28,37,26,18,16,27,19,7,1,1,3,1,,,,,1,1,1,,1,1,,1,,,4,,8,,,,,,1,,1,,,,,,,,1,,,,,1,,,,,3,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
57,14,5714,57-14,Tie: Rizzo/Domb,2,Tie: Neilson & Rizzo/Domb & Neilson/Gym & Neilson,3,16,26,15,12,7,49,16,2,1,,2,,,,,1,1,1,,,1,1,,,,,,1,3,,,,,,,,2,,,,,,3,,1,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,15,5715,57-15,Green,4,Tie: Greenlee & Neilson/Neilson & Rizzo,2,14,27,10,11,9,46,11,3,1,1,3,4,,2,,,1,,,,,1,,,,,1,2,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,16,5716,57-16,Domb,3,Greenlee & Neilson,4,10,31,11,11,7,35,19,1,2,,3,1,1,1,,1,,1,,1,,,,,,,,4,1,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,17,5717,57-17,Domb,9,Neilson & Rizzo,10,31,54,17,11,9,56,31,4,1,1,9,3,2,1,,,,1,1,,,,,1,,,,1,10,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
57,18,5718,57-18,Domb,4,Neilson & Rizzo,9,14,31,17,15,14,41,18,3,,,4,3,,1,1,,,,,,,1,,1,,,,,9,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
57,19,5719,57-19,Domb,4,Neilson & Rizzo,5,7,35,27,18,6,42,25,1,,,4,,1,,,,1,1,,1,1,,,,,1,,11,5,,,2,,,,,,,,,,,4,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,20,5720,57-20,Neilson,7,Green & Rizzo,2,16,20,8,9,5,25,7,1,1,,1,3,,,,,,2,2,1,1,1,,,,,,,1,,,,,2,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
57,21,5721,57-21,Neilson,29,Greenlee & Neilson,7,14,35,16,16,5,29,29,,,2,2,,1,,,,,1,,,,,,,,,1,7,1,,,,,,,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,22,5722,57-22,Rizzo,5,Neilson & Rizzo,6,16,48,15,12,6,36,33,5,,2,3,1,,1,,,,,,,1,2,,,,,,3,6,,,1,,,,,,,,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,23,5723,57-23,Tie: Domb/Green,6,Tie: Neilson & Rizzo/Greenlee & Rizzo,2,24,33,19,10,16,53,17,3,,,6,6,,1,,,,,,,,,,,1,,,,2,1,,,,,1,,1,,,,,,1,,,,,1,,1,,,,,1,,,,1,,,1,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
57,24,5724,57-24,Tie: Domb/Alexander,2,Domb & Neilson,2,17,21,4,8,9,20,13,,1,,2,1,,,,,,2,1,,,1,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
57,25,5725,57-25,Tie: Rizzo/Green,3,Domb & Neilson,5,7,36,18,8,8,43,25,3,,1,2,3,,1,,,,,,,1,,,,,,,2,4,,,,,1,,,,,,,,,5,,1,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
57,26,5726,57-26,Neilson,9,Neilson & Rizzo,4,19,35,9,10,3,37,9,3,1,4,3,3,1,1,1,,,1,3,2,1,2,,,,,,,4,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,27,5727,57-27,Neilson,7,Neilson & Rizzo,2,9,29,7,3,4,39,7,2,,3,3,3,,1,,,1,4,5,,,,,,,,1,,2,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,28,5728,57-28,Domb,5,Neilson & Rizzo,4,23,33,11,9,12,40,20,1,1,,5,1,,,,,,2,,,2,1,,,,,1,,4,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1,5801,58-1,Domb,4,Tie: Wyatt & Rizzo/Cohen & Neilson/Neilson & Thomas/Cain & Rizzo/Green & Alexander,1,14,13,5,5,8,22,2,,,1,4,2,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
58,2,5802,58-2,Green,4,Tie: Domb & Steinke/Cohen & Gym/Alexander & Cohen,1,9,12,3,3,3,14,,2,,,1,4,,,1,,2,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3,5803,58-3,Tie: Neilson/Green,4,Neilson & Thomas,7,24,23,22,19,12,65,4,,,1,1,4,1,1,,1,2,1,2,2,1,2,,,,,3,1,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
58,4,5804,58-4,Neilson,5,Tie: Domb & Neilson/Neilson & Thomas,3,30,20,16,25,7,49,5,1,,2,4,2,,,,,1,,1,3,,1,,,,,,1,2,,,,,,1,,,,,1,,,3,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,
58,5,5805,58-5,Domb,9,Neilson & Thomas,4,21,33,15,14,12,65,1,3,1,1,9,7,3,1,,,2,1,2,2,,,,,,1,1,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
58,6,5806,58-6,Tie: Neilson/Domb,6,Neilson & Thomas,5,20,22,19,7,8,38,6,3,2,,6,,2,,,,1,,,,,2,,,,1,1,,1,2,,,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
58,7,5807,58-7,Rizzo,6,Neilson & Thomas,4,13,17,14,8,10,41,5,6,,,5,1,,,,,,,,,,,,,,,1,,2,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
58,8,5808,58-8,Tie: Domb/Green,5,Tie: Cohen & Gym/Domb & Neilson,2,37,26,11,13,8,35,4,2,3,,5,5,,1,,,3,1,,,1,1,,,,,,,,,,,,1,,,,,2,,,,2,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,9,5809,58-9,Tie: Neilson/Domb,7,Domb & Rizzo,4,23,37,19,9,10,34,7,4,1,2,7,4,,1,1,1,3,1,2,1,,2,,,,,4,3,,1,,,,1,,,,,,,,,3,,,,,,,1,,1,,,,,1,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,10,5810,58-10,Domb,8,Domb & Rizzo,3,22,26,12,15,10,44,2,7,1,2,8,3,1,,,,1,,1,,,,,,,,3,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,11,5811,58-11,Domb,5,Tie: Domb & Rizzo/Domb & Greenlee,2,16,19,7,7,6,35,,2,3,,5,,,2,,,1,2,,,,4,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,12,5812,58-12,Domb,7,Reynolds-Brown & Steinke,2,21,12,6,10,5,45,2,1,,,7,,,1,,,,,,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,13,5813,58-13,Neilson,4,Domb & Rizzo,2,15,11,11,12,12,42,4,,,,3,1,1,1,,,1,,,,,,,,,,2,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
58,14,5814,58-14,Tie: Neilson/Domb,5,Neilson & Thomas,4,23,17,11,10,5,27,5,,2,1,5,1,,,,,,1,,,,2,,,,,1,,,,,,1,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
58,15,5815,58-15,Ayers,3,Tie: Domb & Steinke/Neilson & Thomas,2,8,9,7,3,3,20,1,1,,,,2,,,,,1,1,,,,3,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,16,5816,58-16,Neilson,6,Neilson & Thomas,5,24,21,22,21,7,51,6,3,,2,5,1,,,,,1,,,,1,2,,,,,1,1,2,,,,,,1,,3,,,,,1,,2,,,,,,2,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
58,17,5817,58-17,Domb,5,Domb & Rizzo,5,23,23,17,18,7,46,4,4,,,5,3,2,,1,,1,2,,,1,,,,,,5,,1,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,18,5818,58-18,Neilson,7,Tie: Cohen & Gym/Domb & Neilson,2,19,23,8,8,5,39,7,3,,,,4,,,3,,2,,2,,,2,,,,,1,,,,,,,,,,,,2,,,,2,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,19,5819,58-19,Green,6,Greenlee & Neilson,7,51,32,24,23,13,64,5,4,,2,5,6,1,,,1,3,1,2,1,,1,,,,,1,7,,,,,,,,,,,,,,,,,1,,,3,,1,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
58,20,5820,58-20,Domb,8,Tie: Neilson & Rizzo/Steinke & Neilson/Green & Ayers/Thomas & Goode/Greenlee & Rizzo/Neilson & Thomas,1,15,21,6,7,8,38,4,3,,2,8,,1,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,21,5821,58-21,Green,4,Tie: Domb & Rizzo/Domb & Steinke,2,21,29,16,8,17,48,3,10,1,1,2,4,1,1,,,1,,,1,2,2,,,1,,2,,1,,,,,,,,2,,,,,1,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,22,5822,58-22,Tie: Rizzo/Domb,4,Neilson & Rizzo,2,23,20,7,12,6,36,3,4,,1,4,2,,1,,,1,1,2,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
58,23,5823,58-23,Tie: Rizzo/Domb,6,Domb & Neilson,3,17,32,16,10,12,40,5,6,,3,6,4,,1,1,,4,,,1,1,,,1,,,,,1,,,,,,1,,1,,1,,,,3,,1,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
58,24,5824,58-24,Domb,8,Domb & Neilson,3,23,32,16,15,13,79,7,5,,3,8,2,1,,,,,1,1,1,2,1,,,,,1,,2,,,,,,,,1,,,,,1,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,
58,25,5825,58-25,Green,4,Tie: Wyatt & Neilson/Neilson & Rizzo/Domb & Gym/Domb & Steinke/Cohen & Gym/Domb & Neilson/Reynolds-Brown & Goode/Domb & Greenlee/Ayers & Cain/Aument-Loughrey & Rizzo/Domb & Cain/Green & Alexander,1,21,12,12,9,10,47,1,1,3,,2,4,,,,,1,,,,,,,1,,,,,1,1,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
58,26,5826,58-26,Domb,9,Neilson & Rizzo,3,30,28,16,22,11,56,5,5,,2,9,3,1,,1,,,,2,,,,,,,1,1,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
58,27,5827,58-27,Domb,7,Green & Domb,2,22,24,10,5,6,36,2,2,,2,7,2,1,2,1,1,1,1,1,,1,,,,,2,,1,,1,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,28,5828,58-28,Domb,7,Domb & Cohen,2,21,15,12,10,16,37,2,3,1,,7,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
58,29,5829,58-29,Tie: Neilson/Domb/Green,7,Tie: Domb & Rizzo/Neilson & Thomas,4,38,35,23,25,15,59,7,5,2,,7,7,1,,,,1,1,,2,,2,,,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,1,,,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,30,5830,58-30,Domb,5,Tie: Domb & Neilson/Cohen & Rizzo,2,16,18,12,12,7,27,1,,,2,5,2,1,1,,1,,2,,,,3,,,,1,1,1,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,31,5831,58-31,Domb,9,Neilson & Thomas,5,37,29,10,10,8,33,3,4,,4,9,,1,1,,1,2,1,3,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
58,32,5832,58-32,Cohen,2,Domb & Cohen,2,7,6,6,3,5,27,,1,,1,1,1,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
58,33,5833,58-33,Rizzo,3,Tie: Domb & Rizzo/Neilson & Rizzo/Gym & Neilson/Green & Cain/Neilson & Thomas/Cohen & Greenlee,1,12,8,6,3,7,19,2,3,,,1,,,1,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
